0 verbose cli /usr/local/Cellar/node/26.0.0/bin/node /usr/local/bin/npm
1 info using npm@11.12.1
2 info using node@v26.0.0
3 silly config load:file:/usr/local/lib/node_modules/npm/npmrc
4 silly config load:file:/Users/ernela/Projects/neomovies-api/docs/.npmrc
5 silly config load:file:/Users/ernela/.npmrc
6 silly config load:file:/usr/local/etc/npmrc
7 verbose title npm install
8 verbose argv "install" "--prefer-offline" "--no-audit" "--cache" "/Users/ernela/Projects/neomovies-api/.cache/docs/npm"
9 verbose logfile logs-max:10 dir:/Users/ernela/Projects/neomovies-api/.cache/docs/npm/_logs/2026-05-14T13_12_18_836Z-
10 verbose logfile /Users/ernela/Projects/neomovies-api/.cache/docs/npm/_logs/2026-05-14T13_12_18_836Z-debug-0.log
11 silly logfile done cleaning log files
84 http cache tinypool@https://registry.npmjs.org/tinypool/-/tinypool-1.1.1.tgz 0ms (cache hit)
85 http cache tiny-warning@https://registry.npmjs.org/tiny-warning/-/tiny-warning-1.0.3.tgz 0ms (cache hit)
86 http cache tiny-invariant@https://registry.npmjs.org/tiny-invariant/-/tiny-invariant-1.3.3.tgz 0ms (cache hit)
87 http cache toidentifier@https://registry.npmjs.org/toidentifier/-/toidentifier-1.0.1.tgz 0ms (cache hit)
88 http cache thingies@https://registry.npmjs.org/thingies/-/thingies-2.6.0.tgz 0ms (cache hit)
89 http cache terser-webpack-plugin@https://registry.npmjs.org/terser-webpack-plugin/-/terser-webpack-plugin-5.4.0.tgz 0ms (cache hit)
90 http cache thunky@https://registry.npmjs.org/thunky/-/thunky-1.1.0.tgz 0ms (cache hit)
91 http cache tapable@https://registry.npmjs.org/tapable/-/tapable-2.3.2.tgz 0ms (cache hit)
92 http cache tagged-tag@https://registry.npmjs.org/tagged-tag/-/tagged-tag-1.0.0.tgz 0ms (cache hit)
93 http cache terser@https://registry.npmjs.org/terser/-/terser-5.46.1.tgz 0ms (cache hit)
94 http cache svg-parser@https://registry.npmjs.org/svg-parser/-/svg-parser-2.0.4.tgz 0ms (cache hit)
95 http cache supports-preserve-symlinks-flag@https://registry.npmjs.org/supports-preserve-symlinks-flag/-/supports-preserve-symlinks-flag-1.0.0.tgz 0ms (cache hit)
96 http cache svgo@https://registry.npmjs.org/svgo/-/svgo-3.3.3.tgz 0ms (cache hit)
97 http cache supports-color@https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz 0ms (cache hit)
98 http cache stylehacks@https://registry.npmjs.org/stylehacks/-/stylehacks-6.1.1.tgz 0ms (cache hit)
99 http cache style-to-object@https://registry.npmjs.org/style-to-object/-/style-to-object-1.0.14.tgz 0ms (cache hit)
100 http cache strip-json-comments@https://registry.npmjs.org/strip-json-comments/-/strip-json-comments-3.1.1.tgz 0ms (cache hit)
101 http cache strip-final-newline@https://registry.npmjs.org/strip-final-newline/-/strip-final-newline-2.0.0.tgz 0ms (cache hit)
102 http cache style-to-js@https://registry.npmjs.org/style-to-js/-/style-to-js-1.1.21.tgz 0ms (cache hit)
103 http cache strip-bom-string@https://registry.npmjs.org/strip-bom-string/-/strip-bom-string-1.0.0.tgz 0ms (cache hit)
104 http cache stringify-object@https://registry.npmjs.org/stringify-object/-/stringify-object-3.3.0.tgz 0ms (cache hit)
105 http cache stringify-entities@https://registry.npmjs.org/stringify-entities/-/stringify-entities-4.0.4.tgz 0ms (cache hit)
106 http cache strip-ansi@https://registry.npmjs.org/strip-ansi/-/strip-ansi-6.0.1.tgz 1ms (cache hit)
107 http cache string-width@https://registry.npmjs.org/string-width/-/string-width-5.1.2.tgz 0ms (cache hit)
108 http cache string_decoder@https://registry.npmjs.org/string_decoder/-/string_decoder-1.3.0.tgz 0ms (cache hit)
109 http cache std-env@https://registry.npmjs.org/std-env/-/std-env-3.10.0.tgz 0ms (cache hit)
110 http cache statuses@https://registry.npmjs.org/statuses/-/statuses-2.0.2.tgz 0ms (cache hit)
111 http cache srcset@https://registry.npmjs.org/srcset/-/srcset-4.0.0.tgz 0ms (cache hit)
112 http cache spdy@https://registry.npmjs.org/spdy/-/spdy-4.0.2.tgz 0ms (cache hit)
113 http cache spdy-transport@https://registry.npmjs.org/spdy-transport/-/spdy-transport-3.0.0.tgz 0ms (cache hit)
114 http cache sprintf-js@https://registry.npmjs.org/sprintf-js/-/sprintf-js-1.0.3.tgz 0ms (cache hit)
115 http cache space-separated-tokens@https://registry.npmjs.org/space-separated-tokens/-/space-separated-tokens-2.0.2.tgz 0ms (cache hit)
116 http cache sort-css-media-queries@https://registry.npmjs.org/sort-css-media-queries/-/sort-css-media-queries-2.2.0.tgz 0ms (cache hit)
117 http cache source-map-support@https://registry.npmjs.org/source-map-support/-/source-map-support-0.5.21.tgz 0ms (cache hit)
118 http cache source-map-js@https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz 0ms (cache hit)
119 http cache source-map@https://registry.npmjs.org/source-map/-/source-map-0.7.6.tgz 0ms (cache hit)
120 http cache sockjs@https://registry.npmjs.org/sockjs/-/sockjs-0.3.24.tgz 0ms (cache hit)
121 http cache snake-case@https://registry.npmjs.org/snake-case/-/snake-case-3.0.4.tgz 0ms (cache hit)
122 http cache slash@https://registry.npmjs.org/slash/-/slash-3.0.0.tgz 0ms (cache hit)
123 http cache skin-tone@https://registry.npmjs.org/skin-tone/-/skin-tone-2.0.0.tgz 0ms (cache hit)
124 http cache sitemap@https://registry.npmjs.org/sitemap/-/sitemap-7.1.3.tgz 0ms (cache hit)
125 http cache sisteransi@https://registry.npmjs.org/sisteransi/-/sisteransi-1.0.5.tgz 0ms (cache hit)
126 http cache signal-exit@https://registry.npmjs.org/signal-exit/-/signal-exit-3.0.7.tgz 0ms (cache hit)
127 http cache side-channel-weakmap@https://registry.npmjs.org/side-channel-weakmap/-/side-channel-weakmap-1.0.2.tgz 0ms (cache hit)
128 http cache sirv@https://registry.npmjs.org/sirv/-/sirv-2.0.4.tgz 0ms (cache hit)
129 http cache side-channel-map@https://registry.npmjs.org/side-channel-map/-/side-channel-map-1.0.1.tgz 0ms (cache hit)
130 http cache side-channel@https://registry.npmjs.org/side-channel/-/side-channel-1.1.0.tgz 0ms (cache hit)
131 http cache side-channel-list@https://registry.npmjs.org/side-channel-list/-/side-channel-list-1.0.0.tgz 0ms (cache hit)
132 http cache shell-quote@https://registry.npmjs.org/shell-quote/-/shell-quote-1.8.3.tgz 0ms (cache hit)
133 http cache shebang-command@https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz 0ms (cache hit)
134 http cache shallowequal@https://registry.npmjs.org/shallowequal/-/shallowequal-1.1.0.tgz 0ms (cache hit)
135 http cache shebang-regex@https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz 0ms (cache hit)
136 http cache shallow-clone@https://registry.npmjs.org/shallow-clone/-/shallow-clone-3.0.1.tgz 0ms (cache hit)
137 http cache setprototypeof@https://registry.npmjs.org/setprototypeof/-/setprototypeof-1.2.0.tgz 0ms (cache hit)
138 http cache set-function-length@https://registry.npmjs.org/set-function-length/-/set-function-length-1.2.2.tgz 0ms (cache hit)
139 http cache serve-static@https://registry.npmjs.org/serve-static/-/serve-static-1.16.3.tgz 0ms (cache hit)
140 http cache serve-handler@https://registry.npmjs.org/serve-handler/-/serve-handler-6.1.7.tgz 0ms (cache hit)
141 http cache serve-index@https://registry.npmjs.org/serve-index/-/serve-index-1.9.2.tgz 0ms (cache hit)
142 http cache semver-diff@https://registry.npmjs.org/semver-diff/-/semver-diff-4.0.0.tgz 0ms (cache hit)
143 http cache serialize-javascript@https://registry.npmjs.org/serialize-javascript/-/serialize-javascript-6.0.2.tgz 0ms (cache hit)
144 http cache send@https://registry.npmjs.org/send/-/send-0.19.2.tgz 0ms (cache hit)
145 http cache semver@https://registry.npmjs.org/semver/-/semver-7.7.4.tgz 0ms (cache hit)
146 http cache selfsigned@https://registry.npmjs.org/selfsigned/-/selfsigned-5.5.0.tgz 0ms (cache hit)
147 http cache search-insights@https://registry.npmjs.org/search-insights/-/search-insights-2.17.3.tgz 0ms (cache hit)
148 http cache select-hose@https://registry.npmjs.org/select-hose/-/select-hose-2.0.0.tgz 0ms (cache hit)
149 http cache section-matter@https://registry.npmjs.org/section-matter/-/section-matter-1.0.0.tgz 0ms (cache hit)
150 http cache schema-utils@https://registry.npmjs.org/schema-utils/-/schema-utils-4.3.3.tgz 0ms (cache hit)
151 http cache schema-dts@https://registry.npmjs.org/schema-dts/-/schema-dts-1.1.5.tgz 0ms (cache hit)
152 http cache scheduler@https://registry.npmjs.org/scheduler/-/scheduler-0.23.2.tgz 0ms (cache hit)
153 http cache sax@https://registry.npmjs.org/sax/-/sax-1.6.0.tgz 0ms (cache hit)
154 http cache safer-buffer@https://registry.npmjs.org/safer-buffer/-/safer-buffer-2.1.2.tgz 0ms (cache hit)
155 http cache run-parallel@https://registry.npmjs.org/run-parallel/-/run-parallel-1.2.0.tgz 0ms (cache hit)
156 http cache safe-buffer@https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.2.1.tgz 0ms (cache hit)
157 http cache rtlcss@https://registry.npmjs.org/rtlcss/-/rtlcss-4.3.0.tgz 0ms (cache hit)
158 http cache run-applescript@https://registry.npmjs.org/run-applescript/-/run-applescript-7.1.0.tgz 0ms (cache hit)
159 http cache reusify@https://registry.npmjs.org/reusify/-/reusify-1.1.0.tgz 0ms (cache hit)
160 http cache responselike@https://registry.npmjs.org/responselike/-/responselike-3.0.0.tgz 1ms (cache hit)
161 http cache retry@https://registry.npmjs.org/retry/-/retry-0.13.1.tgz 0ms (cache hit)
162 http cache resolve-pathname@https://registry.npmjs.org/resolve-pathname/-/resolve-pathname-3.0.0.tgz 0ms (cache hit)
163 http cache resolve-alpn@https://registry.npmjs.org/resolve-alpn/-/resolve-alpn-1.2.1.tgz 0ms (cache hit)
164 http cache requires-port@https://registry.npmjs.org/requires-port/-/requires-port-1.0.0.tgz 0ms (cache hit)
165 http cache resolve@https://registry.npmjs.org/resolve/-/resolve-1.22.11.tgz 0ms (cache hit)
166 http cache resolve-from@https://registry.npmjs.org/resolve-from/-/resolve-from-4.0.0.tgz 0ms (cache hit)
167 http cache require-like@https://registry.npmjs.org/require-like/-/require-like-0.1.2.tgz 0ms (cache hit)
168 http cache renderkid@https://registry.npmjs.org/renderkid/-/renderkid-3.0.0.tgz 0ms (cache hit)
169 http cache remark-stringify@https://registry.npmjs.org/remark-stringify/-/remark-stringify-11.0.0.tgz 0ms (cache hit)
170 http cache repeat-string@https://registry.npmjs.org/repeat-string/-/repeat-string-1.6.1.tgz 0ms (cache hit)
171 http cache require-from-string@https://registry.npmjs.org/require-from-string/-/require-from-string-2.0.2.tgz 0ms (cache hit)
172 http cache remark-rehype@https://registry.npmjs.org/remark-rehype/-/remark-rehype-11.1.2.tgz 0ms (cache hit)
173 http cache remark-parse@https://registry.npmjs.org/remark-parse/-/remark-parse-11.0.0.tgz 0ms (cache hit)
174 http cache remark-mdx@https://registry.npmjs.org/remark-mdx/-/remark-mdx-3.1.1.tgz 0ms (cache hit)
175 http cache remark-gfm@https://registry.npmjs.org/remark-gfm/-/remark-gfm-4.0.1.tgz 0ms (cache hit)
176 http cache remark-emoji@https://registry.npmjs.org/remark-emoji/-/remark-emoji-4.0.1.tgz 0ms (cache hit)
177 http cache remark-directive@https://registry.npmjs.org/remark-directive/-/remark-directive-3.0.1.tgz 0ms (cache hit)
178 http cache relateurl@https://registry.npmjs.org/relateurl/-/relateurl-0.2.7.tgz 0ms (cache hit)
179 http cache rehype-recma@https://registry.npmjs.org/rehype-recma/-/rehype-recma-1.0.0.tgz 0ms (cache hit)
180 http cache remark-frontmatter@https://registry.npmjs.org/remark-frontmatter/-/remark-frontmatter-5.0.0.tgz 0ms (cache hit)
181 http cache regjsparser@https://registry.npmjs.org/regjsparser/-/regjsparser-0.13.1.tgz 0ms (cache hit)
182 http cache rehype-raw@https://registry.npmjs.org/rehype-raw/-/rehype-raw-7.0.0.tgz 0ms (cache hit)
183 http cache regjsgen@https://registry.npmjs.org/regjsgen/-/regjsgen-0.8.0.tgz 0ms (cache hit)
184 http cache registry-auth-token@https://registry.npmjs.org/registry-auth-token/-/registry-auth-token-5.1.1.tgz 0ms (cache hit)
185 http cache regexpu-core@https://registry.npmjs.org/regexpu-core/-/regexpu-core-6.4.0.tgz 0ms (cache hit)
186 http cache regenerate-unicode-properties@https://registry.npmjs.org/regenerate-unicode-properties/-/regenerate-unicode-properties-10.2.2.tgz 0ms (cache hit)
187 http cache registry-url@https://registry.npmjs.org/registry-url/-/registry-url-6.0.1.tgz 0ms (cache hit)
188 http cache reflect-metadata@https://registry.npmjs.org/reflect-metadata/-/reflect-metadata-0.2.2.tgz 0ms (cache hit)
189 http cache regenerate@https://registry.npmjs.org/regenerate/-/regenerate-1.4.2.tgz 0ms (cache hit)
190 http cache recma-stringify@https://registry.npmjs.org/recma-stringify/-/recma-stringify-1.0.0.tgz 0ms (cache hit)
191 http cache recma-jsx@https://registry.npmjs.org/recma-jsx/-/recma-jsx-1.0.1.tgz 0ms (cache hit)
192 http cache recma-build-jsx@https://registry.npmjs.org/recma-build-jsx/-/recma-build-jsx-1.0.0.tgz 0ms (cache hit)
193 http cache readdirp@https://registry.npmjs.org/readdirp/-/readdirp-3.6.0.tgz 0ms (cache hit)
194 http cache readable-stream@https://registry.npmjs.org/readable-stream/-/readable-stream-3.6.2.tgz 0ms (cache hit)
195 http cache react-router-dom@https://registry.npmjs.org/react-router-dom/-/react-router-dom-5.3.4.tgz 0ms (cache hit)
196 http cache recma-parse@https://registry.npmjs.org/recma-parse/-/recma-parse-1.0.0.tgz 0ms (cache hit)
197 http cache react-router-config@https://registry.npmjs.org/react-router-config/-/react-router-config-5.1.1.tgz 0ms (cache hit)
198 http cache react-router@https://registry.npmjs.org/react-router/-/react-router-5.3.4.tgz 0ms (cache hit)
199 http cache react-loadable-ssr-addon-v5-slorber@https://registry.npmjs.org/react-loadable-ssr-addon-v5-slorber/-/react-loadable-ssr-addon-v5-slorber-1.0.3.tgz 0ms (cache hit)
200 http cache react-loadable@https://registry.npmjs.org/@docusaurus/react-loadable/-/react-loadable-6.0.0.tgz 0ms (cache hit)
201 http cache react-json-view-lite@https://registry.npmjs.org/react-json-view-lite/-/react-json-view-lite-2.5.0.tgz 0ms (cache hit)
202 http cache react-is@https://registry.npmjs.org/react-is/-/react-is-16.13.1.tgz 0ms (cache hit)
203 http cache react-helmet-async@https://registry.npmjs.org/@slorber/react-helmet-async/-/react-helmet-async-1.3.0.tgz 0ms (cache hit)
204 http cache react-dom@https://registry.npmjs.org/react-dom/-/react-dom-18.3.1.tgz 0ms (cache hit)
205 http cache react-fast-compare@https://registry.npmjs.org/react-fast-compare/-/react-fast-compare-3.2.2.tgz 0ms (cache hit)
206 http cache react@https://registry.npmjs.org/react/-/react-18.3.1.tgz 0ms (cache hit)
207 http cache rc@https://registry.npmjs.org/rc/-/rc-1.2.8.tgz 0ms (cache hit)
208 http cache range-parser@https://registry.npmjs.org/range-parser/-/range-parser-1.2.0.tgz 0ms (cache hit)
209 http cache randombytes@https://registry.npmjs.org/randombytes/-/randombytes-2.1.0.tgz 0ms (cache hit)
210 http cache raw-body@https://registry.npmjs.org/raw-body/-/raw-body-2.5.3.tgz 0ms (cache hit)
211 http cache quick-lru@https://registry.npmjs.org/quick-lru/-/quick-lru-5.1.1.tgz 0ms (cache hit)
212 http cache queue-microtask@https://registry.npmjs.org/queue-microtask/-/queue-microtask-1.2.3.tgz 0ms (cache hit)
213 http cache qs@https://registry.npmjs.org/qs/-/qs-6.14.2.tgz 0ms (cache hit)
214 http cache pvutils@https://registry.npmjs.org/pvutils/-/pvutils-1.1.5.tgz 0ms (cache hit)
215 http cache pvtsutils@https://registry.npmjs.org/pvtsutils/-/pvtsutils-1.3.6.tgz 0ms (cache hit)
216 http cache pupa@https://registry.npmjs.org/pupa/-/pupa-3.3.0.tgz 0ms (cache hit)
217 http cache punycode@https://registry.npmjs.org/punycode/-/punycode-2.3.1.tgz 0ms (cache hit)
218 http cache proxy-addr@https://registry.npmjs.org/proxy-addr/-/proxy-addr-2.0.7.tgz 0ms (cache hit)
219 http cache proto-list@https://registry.npmjs.org/proto-list/-/proto-list-1.2.4.tgz 0ms (cache hit)
220 http cache property-information@https://registry.npmjs.org/property-information/-/property-information-7.1.0.tgz 0ms (cache hit)
221 http cache prismjs@https://registry.npmjs.org/prismjs/-/prismjs-1.30.0.tgz 0ms (cache hit)
222 http cache prompts@https://registry.npmjs.org/prompts/-/prompts-2.4.2.tgz 0ms (cache hit)
223 http cache process-nextick-args@https://registry.npmjs.org/process-nextick-args/-/process-nextick-args-2.0.1.tgz 0ms (cache hit)
224 http cache prop-types@https://registry.npmjs.org/prop-types/-/prop-types-15.8.1.tgz 0ms (cache hit)
225 http cache prism-react-renderer@https://registry.npmjs.org/prism-react-renderer/-/prism-react-renderer-2.4.1.tgz 0ms (cache hit)
226 http cache pretty-error@https://registry.npmjs.org/pretty-error/-/pretty-error-4.0.0.tgz 0ms (cache hit)
227 http cache postcss-zindex@https://registry.npmjs.org/postcss-zindex/-/postcss-zindex-6.0.2.tgz 0ms (cache hit)
228 http cache postcss-value-parser@https://registry.npmjs.org/postcss-value-parser/-/postcss-value-parser-4.2.0.tgz 0ms (cache hit)
229 http cache postcss-unique-selectors@https://registry.npmjs.org/postcss-unique-selectors/-/postcss-unique-selectors-6.0.4.tgz 0ms (cache hit)
230 http cache pretty-time@https://registry.npmjs.org/pretty-time/-/pretty-time-1.1.0.tgz 0ms (cache hit)
231 http cache postcss-svgo@https://registry.npmjs.org/postcss-svgo/-/postcss-svgo-6.0.3.tgz 0ms (cache hit)
232 http cache postcss-sort-media-queries@https://registry.npmjs.org/postcss-sort-media-queries/-/postcss-sort-media-queries-5.2.0.tgz 0ms (cache hit)
233 http cache postcss-selector-parser@https://registry.npmjs.org/postcss-selector-parser/-/postcss-selector-parser-6.1.2.tgz 0ms (cache hit)
234 http cache postcss-replace-overflow-wrap@https://registry.npmjs.org/postcss-replace-overflow-wrap/-/postcss-replace-overflow-wrap-4.0.0.tgz 0ms (cache hit)
235 http cache postcss-selector-not@https://registry.npmjs.org/postcss-selector-not/-/postcss-selector-not-8.0.1.tgz 0ms (cache hit)
236 http cache postcss-reduce-initial@https://registry.npmjs.org/postcss-reduce-initial/-/postcss-reduce-initial-6.1.0.tgz 0ms (cache hit)
237 http cache postcss-reduce-transforms@https://registry.npmjs.org/postcss-reduce-transforms/-/postcss-reduce-transforms-6.0.2.tgz 0ms (cache hit)
238 http cache postcss-reduce-idents@https://registry.npmjs.org/postcss-reduce-idents/-/postcss-reduce-idents-6.0.3.tgz 0ms (cache hit)
